\begin{tabular}{llllllllllllllllllll}
\toprule
t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} & t/\mathrm{s} & \Delta T/\mathrm{K} \\
\midrule
       0.701 &                   0 &      103.246 &               0.018 &      197.191 &              -1.199 &      289.196 &              -1.361 &      388.545 &               -1.34 &      496.152 &              -1.318 &      597.512 &              -0.977 &      698.275 &              -0.347 &      790.279 &               0.016 &      901.242 &               0.088 \\
       37.03 &               0.007 &      139.025 &               0.024 &      231.649 &              -1.367 &      323.595 &              -1.354 &      428.148 &              -1.332 &      530.855 &              -1.295 &      640.566 &              -0.718 &      732.733 &              -0.124 &       831.45 &               0.053 &      942.798 &               0.103 \\
      37.967 &               0.008 &      139.738 &               0.024 &      232.281 &              -1.367 &      324.285 &              -1.354 &       428.78 &              -1.332 &      531.626 &              -1.292 &      641.501 &              -0.712 &      733.365 &              -0.122 &      832.385 &               0.052 &      943.735 &               0.105 \\
      38.902 &               0.007 &      140.428 &               0.025 &      233.053 &              -1.368 &      324.917 &              -1.354 &      429.552 &              -1.332 &       532.48 &               -1.29 &      642.133 &               -0.71 &      734.136 &              -0.118 &      833.321 &               0.053 &      944.448 &               0.105 \\
      39.838 &               0.008 &      141.141 &               0.025 &      233.685 &              -1.368 &      325.688 &              -1.353 &      430.184 &              -1.332 &      533.416 &              -1.287 &      642.905 &              -0.703 &      734.851 &              -0.115 &      834.257 &               0.054 &      945.138 &               0.105 \\
      40.773 &               0.008 &      141.831 &               0.024 &      234.457 &              -1.368 &       326.32 &              -1.353 &      430.956 &              -1.331 &      534.129 &              -1.286 &      643.618 &              -0.701 &       735.54 &              -0.111 &      834.888 &               0.054 &      945.852 &               0.105 \\
      41.709 &               0.008 &      142.463 &               0.024 &       235.17 &              -1.369 &      327.093 &              -1.353 &      431.892 &              -1.332 &       534.82 &              -1.283 &      644.308 &              -0.695 &      736.172 &              -0.109 &      835.743 &               0.055 &      946.623 &               0.105 \\
      42.423 &               0.009 &      143.235 &               0.021 &       235.86 &              -1.369 &      327.806 &              -1.353 &      432.605 &              -1.331 &      535.755 &              -1.281 &      645.022 &              -0.691 &      736.943 &              -0.105 &      836.596 &               0.056 &      947.477 &               0.105 \\
      43.277 &               0.008 &      143.867 &               0.006 &      236.574 &              -1.369 &      328.496 &              -1.353 &      433.377 &              -1.331 &      536.691 &              -1.277 &      645.713 &              -0.686 &      737.576 &              -0.103 &      837.532 &               0.057 &      948.191 &               0.106 \\
       44.05 &               0.008 &      144.639 &              -0.033 &      237.264 &              -1.369 &      329.209 &              -1.352 &      434.231 &              -1.331 &      537.626 &              -1.275 &      646.426 &              -0.683 &      738.347 &              -0.099 &      838.468 &               0.057 &      949.127 &               0.106 \\
      44.762 &               0.008 &      145.271 &               -0.05 &      237.896 &               -1.37 &      329.899 &              -1.352 &      434.944 &              -1.331 &      538.562 &              -1.271 &      647.116 &              -0.677 &       739.06 &              -0.098 &      839.404 &               0.058 &      949.899 &               0.105 \\
      45.535 &               0.009 &      146.043 &              -0.088 &      238.667 &               -1.37 &      330.613 &              -1.352 &      435.798 &              -1.331 &      539.497 &              -1.267 &      647.748 &              -0.674 &      739.751 &              -0.094 &      840.339 &               0.058 &       950.53 &               0.106 \\
      46.388 &               0.009 &      146.674 &              -0.107 &      239.299 &               -1.37 &      331.303 &              -1.353 &      436.571 &              -1.331 &      540.212 &              -1.265 &       648.52 &              -0.669 &      740.464 &              -0.091 &      841.275 &               0.058 &       951.22 &               0.107 \\
      47.101 &               0.009 &      147.446 &              -0.142 &       240.07 &              -1.371 &      331.935 &              -1.352 &      437.506 &               -1.33 &      541.065 &              -1.261 &      649.233 &              -0.664 &      741.154 &              -0.088 &       842.21 &                0.06 &      951.852 &               0.107 \\
      47.792 &               0.008 &       148.16 &              -0.161 &      240.784 &               -1.37 &      332.706 &              -1.352 &      438.442 &               -1.33 &      541.919 &              -1.259 &      649.923 &              -0.659 &      741.786 &              -0.087 &      843.146 &                0.06 &      952.624 &               0.107 \\
      48.728 &               0.009 &      148.849 &              -0.198 &      241.474 &               -1.37 &       333.42 &              -1.352 &      439.155 &               -1.33 &      542.773 &              -1.255 &      650.554 &              -0.656 &      742.557 &              -0.083 &      844.083 &                0.06 &      953.256 &               0.107 \\
      49.663 &               0.009 &      149.564 &              -0.214 &      242.106 &               -1.37 &      334.109 &              -1.352 &      439.926 &              -1.329 &      543.709 &               -1.25 &      651.327 &               -0.65 &      743.189 &               -0.08 &      845.017 &               0.061 &      954.027 &               0.107 \\
      50.377 &                0.01 &      150.253 &              -0.247 &      242.879 &               -1.37 &      334.742 &              -1.351 &      440.781 &               -1.33 &      544.644 &              -1.246 &      652.039 &              -0.647 &      743.962 &              -0.078 &      845.731 &               0.062 &      954.659 &               0.108 \\
      51.066 &               0.009 &      150.884 &              -0.263 &      243.591 &              -1.371 &      335.514 &              -1.351 &      441.716 &              -1.329 &       545.58 &              -1.243 &       652.73 &              -0.642 &      744.674 &              -0.076 &      846.503 &               0.062 &      955.431 &               0.108 \\
      52.003 &                0.01 &      151.657 &              -0.293 &      244.282 &               -1.37 &      336.146 &              -1.351 &      442.652 &               -1.33 &      546.293 &              -1.241 &      653.362 &              -0.639 &      745.365 &              -0.073 &      847.357 &               0.062 &      956.144 &               0.109 \\
      52.939 &                0.01 &      152.288 &              -0.307 &      244.914 &              -1.371 &      336.917 &              -1.351 &      443.588 &              -1.329 &      546.984 &              -1.236 &      654.134 &              -0.633 &      745.997 &              -0.071 &      848.293 &               0.063 &      956.834 &               0.108 \\
      53.873 &                0.01 &       153.06 &              -0.336 &      245.685 &               -1.37 &      337.549 &              -1.351 &      444.524 &              -1.329 &      547.919 &              -1.233 &      654.847 &               -0.63 &      746.769 &              -0.067 &      849.228 &               0.063 &      957.466 &               0.109 \\
      54.587 &               0.009 &      153.692 &               -0.35 &      246.399 &               -1.37 &       338.32 &               -1.35 &       445.46 &              -1.329 &      548.633 &              -1.231 &      655.538 &              -0.624 &        747.4 &              -0.066 &      850.164 &               0.063 &      958.238 &               0.108 \\
      55.277 &               0.011 &      154.464 &              -0.379 &      247.088 &               -1.37 &      338.952 &               -1.35 &      446.173 &              -1.329 &      549.323 &              -1.227 &      656.169 &              -0.621 &      748.173 &              -0.063 &        851.1 &               0.064 &      958.952 &               0.108 \\
      56.214 &               0.011 &      155.177 &              -0.394 &      247.803 &               -1.37 &      339.723 &               -1.35 &      446.945 &              -1.329 &      550.035 &              -1.224 &      656.941 &              -0.615 &      748.886 &              -0.061 &      852.035 &               0.065 &      959.723 &               0.109 \\
      57.149 &               0.011 &      155.867 &              -0.422 &      248.492 &              -1.369 &      340.437 &               -1.35 &      447.799 &              -1.329 &      550.727 &              -1.219 &      657.655 &              -0.612 &      749.575 &              -0.059 &      852.972 &               0.066 &      960.578 &                0.11 \\
      58.085 &               0.011 &        156.5 &              -0.436 &      249.205 &              -1.369 &       341.21 &              -1.349 &      448.512 &              -1.328 &       551.44 &              -1.218 &      658.344 &              -0.606 &       750.29 &              -0.058 &      853.906 &               0.066 &      961.513 &                0.11 \\
       59.02 &               0.011 &      157.271 &              -0.462 &      249.896 &              -1.371 &      342.064 &               -1.35 &      449.284 &              -1.328 &      552.294 &              -1.214 &      658.976 &              -0.603 &      750.979 &              -0.055 &      854.845 &               0.067 &      962.226 &                0.11 \\
      59.734 &               0.011 &      157.985 &              -0.476 &      250.527 &              -1.369 &      342.999 &              -1.349 &      450.138 &              -1.328 &      553.065 &               -1.21 &      659.747 &              -0.597 &      751.693 &              -0.054 &      855.779 &               0.067 &      963.081 &                0.11 \\
      60.589 &               0.011 &      158.674 &              -0.503 &      251.299 &              -1.369 &      343.713 &               -1.35 &      450.852 &              -1.327 &      553.779 &              -1.208 &      660.461 &              -0.594 &      752.383 &              -0.051 &      856.492 &               0.068 &      963.853 &                0.11 \\
       61.36 &               0.011 &      159.388 &              -0.516 &      252.012 &              -1.369 &      344.485 &              -1.349 &      451.623 &              -1.327 &      554.551 &              -1.203 &      661.152 &              -0.588 &      753.095 &              -0.049 &      857.182 &               0.068 &      964.788 &               0.111 \\
      62.295 &               0.011 &      160.078 &              -0.542 &      252.703 &              -1.369 &      345.339 &              -1.349 &      452.477 &              -1.327 &      555.405 &              -1.198 &      661.783 &              -0.585 &      753.786 &              -0.048 &      858.118 &               0.068 &      965.419 &               0.111 \\
      63.231 &               0.011 &       160.71 &              -0.554 &      253.335 &              -1.369 &      346.052 &              -1.349 &      453.413 &              -1.327 &       556.34 &              -1.193 &      662.555 &              -0.579 &      754.499 &              -0.046 &      858.831 &               0.068 &      966.192 &               0.112 \\
      63.945 &               0.012 &      161.482 &               -0.58 &      254.107 &              -1.369 &      346.906 &              -1.349 &      454.349 &              -1.328 &      557.053 &              -1.192 &      663.187 &              -0.576 &       755.19 &              -0.044 &      859.522 &                0.07 &      967.127 &               0.112 \\
      64.636 &               0.012 &      162.195 &              -0.592 &      254.738 &              -1.369 &      347.678 &              -1.348 &      455.062 &              -1.327 &      557.826 &              -1.188 &      663.959 &               -0.57 &      755.822 &              -0.042 &      860.234 &               0.069 &      968.062 &               0.112 \\
      65.571 &               0.012 &      162.885 &              -0.618 &       255.51 &              -1.368 &      348.613 &              -1.349 &      455.834 &              -1.327 &      558.679 &              -1.182 &      664.672 &              -0.566 &      756.593 &               -0.04 &      860.925 &               0.071 &      968.999 &               0.112 \\
      66.284 &               0.012 &      163.599 &               -0.63 &      256.224 &              -1.368 &      349.327 &              -1.348 &      456.688 &              -1.326 &      559.393 &               -1.18 &      665.361 &              -0.561 &      757.225 &              -0.039 &      861.638 &                0.07 &      969.934 &               0.112 \\
      67.056 &               0.012 &      164.289 &              -0.653 &      256.914 &              -1.369 &       350.18 &              -1.348 &      457.624 &              -1.326 &      560.083 &              -1.176 &      665.994 &              -0.558 &      757.997 &              -0.038 &      862.328 &               0.071 &      970.869 &               0.113 \\
       67.91 &               0.013 &      164.921 &              -0.665 &      257.627 &              -1.368 &      351.035 &              -1.348 &      458.336 &              -1.326 &       561.02 &              -1.171 &      666.765 &              -0.552 &      758.628 &              -0.036 &      863.042 &               0.071 &      971.806 &               0.113 \\
      68.846 &               0.012 &      165.692 &              -0.687 &      258.318 &              -1.368 &      351.889 &              -1.348 &      459.191 &              -1.326 &      561.954 &              -1.167 &      667.479 &              -0.549 &      759.401 &              -0.033 &      863.814 &               0.071 &      972.742 &               0.113 \\
       69.56 &               0.014 &      166.325 &                -0.7 &      258.949 &              -1.368 &      352.824 &              -1.348 &      460.045 &              -1.326 &      562.891 &              -1.162 &      668.169 &              -0.542 &      760.114 &              -0.032 &      864.667 &               0.072 &      973.677 &               0.113 \\
      70.249 &               0.013 &      167.095 &              -0.721 &      259.721 &              -1.367 &       353.76 &              -1.347 &      460.898 &              -1.326 &      563.604 &               -1.16 &        668.8 &               -0.54 &      760.804 &              -0.031 &      865.603 &               0.073 &      974.613 &               0.113 \\
      70.963 &               0.013 &       167.81 &              -0.731 &      260.352 &              -1.368 &      354.695 &              -1.347 &      461.835 &              -1.326 &      564.376 &              -1.156 &      669.573 &              -0.534 &      761.517 &              -0.029 &      866.539 &               0.073 &      975.327 &               0.114 \\
      71.734 &               0.013 &      168.499 &              -0.752 &      261.125 &              -1.368 &      355.409 &              -1.347 &       462.77 &              -1.326 &       565.23 &              -1.151 &      670.204 &              -0.531 &      762.207 &              -0.027 &      867.475 &               0.074 &      976.016 &               0.114 \\
      72.588 &               0.013 &      169.131 &              -0.763 &      261.756 &              -1.367 &      356.263 &              -1.347 &      463.706 &              -1.325 &      565.943 &              -1.148 &      670.977 &              -0.525 &      762.921 &              -0.027 &      868.188 &               0.074 &      976.952 &               0.114 \\
      73.524 &               0.014 &      169.903 &              -0.783 &      262.528 &              -1.367 &      357.035 &              -1.346 &      464.641 &              -1.325 &      566.715 &              -1.144 &      671.608 &              -0.522 &      763.611 &              -0.024 &      869.042 &               0.074 &      977.888 &               0.114 \\
      74.238 &               0.013 &      170.605 &              -0.794 &       263.16 &              -1.367 &      357.971 &              -1.346 &      465.577 &              -1.325 &      567.569 &              -1.138 &      672.381 &              -0.516 &      764.325 &              -0.024 &      869.895 &               0.075 &      978.602 &               0.115 \\
       75.01 &               0.014 &      171.296 &              -0.813 &      263.931 &              -1.367 &      358.683 &              -1.346 &      466.209 &              -1.325 &      568.505 &              -1.134 &      673.011 &              -0.513 &      765.014 &              -0.022 &       870.75 &               0.075 &      979.455 &               0.115 \\
      75.864 &               0.015 &      171.927 &              -0.823 &      264.645 &              -1.366 &      359.375 &              -1.346 &      466.981 &              -1.324 &      569.441 &              -1.129 &      673.783 &              -0.506 &      765.729 &              -0.021 &      871.686 &               0.076 &      980.227 &               0.115 \\
      76.799 &               0.015 &      172.699 &              -0.843 &      265.334 &              -1.367 &       360.31 &              -1.346 &      467.916 &              -1.325 &      570.154 &              -1.127 &      674.415 &              -0.504 &      766.418 &              -0.019 &      872.621 &               0.076 &      981.163 &               0.115 \\
      77.513 &               0.014 &      173.331 &              -0.852 &      266.049 &              -1.367 &      361.024 &              -1.346 &      468.852 &              -1.324 &      570.925 &              -1.122 &      675.187 &              -0.498 &      767.131 &              -0.018 &      873.556 &               0.077 &      982.098 &               0.116 \\
      78.203 &               0.014 &      174.102 &               -0.87 &      266.739 &              -1.366 &      361.713 &              -1.346 &      469.787 &              -1.324 &       571.78 &              -1.117 &      675.819 &              -0.494 &      767.821 &              -0.016 &      874.492 &               0.077 &      983.034 &               0.116 \\
      78.917 &               0.014 &      174.734 &              -0.879 &      267.371 &              -1.366 &      362.426 &              -1.345 &      470.502 &              -1.324 &      572.493 &              -1.114 &      676.591 &              -0.488 &      768.535 &              -0.015 &      875.428 &               0.078 &      983.748 &               0.117 \\
      79.688 &               0.015 &      175.506 &              -0.898 &      268.143 &              -1.365 &      363.117 &              -1.345 &      471.356 &              -1.324 &      573.183 &               -1.11 &      677.223 &              -0.486 &      769.225 &              -0.013 &      876.364 &               0.077 &      984.437 &               0.117 \\
      80.543 &               0.015 &      176.137 &              -0.905 &      268.774 &              -1.365 &      364.053 &              -1.344 &      472.209 &              -1.324 &      573.896 &              -1.108 &      677.994 &               -0.48 &      769.939 &              -0.013 &      877.078 &               0.078 &      985.151 &               0.117 \\
